Player_match_SK,PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,Age_As_on_match
18764,54833800274,548338,274,AC Thomas,02-09-1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Delhi Daredevils,2012,35
18765,54833800306,548338,306,SPD Smith,06-02-1989,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Delhi Daredevils,2012,23
18766,54833900050,548339,50,Harbhajan Singh,07-03-1980,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kings XI Punjab,2012,32
18767,54833900057,548339,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2012,25
18768,54833900061,548339,61,RP Singh,12-06-1985,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Kings XI Punjab,2012,27
18769,54833900088,548339,88,KD Karthik,06-01-1985,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kings XI Punjab,2012,27
18770,54833900126,548339,126,MM Patel,07-12-1983,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Kings XI Punjab,2012,29
18771,54833900131,548339,131,PP Ojha,09-05-1986,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Kings XI Punjab,2012,26
18772,54833900133,548339,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2012,39
18773,54833900208,548339,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2012,27
18774,54833900221,548339,221,KA Pollard,05-12-1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kings XI Punjab,2012,25
18775,54833900275,548339,275,JEC Franklin,11-07-1980,Left-hand bat,Left-arm medium,New Zealand,Player,Mumbai Indians,Kings XI Punjab,2012,32
18776,54833900280,548339,280,NLTC Perera,04-03-1989,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2012,23
18777,54833900004,548339,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Captain,Kings XI Punjab,Mumbai Indians,2012,35
18778,54833900014,548339,14,P Kumar,10-02-1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2012,26
18779,54833900067,548339,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Mumbai Indians,2012,24
18780,54833900100,548339,100,SE Marsh,07-09-1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Mumbai Indians,2012,29
18781,54833900148,548339,148,SD Chitnis,05-06-1987,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2012,25
18782,54833900236,548339,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2012,21
18783,54833900302,548339,302,BA Bhatt,5/13/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Mumbai Indians,2012,22
18784,54833900319,548339,319,N Saini,10/28/1988,Right-hand bat,N/A,India,Keeper,Kings XI Punjab,Mumbai Indians,2012,24
18785,54833900320,548339,320,DA Miller,06-10-1989,Left-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Mumbai Indians,2012,23
18786,54833900321,548339,321,Azhar Mahmood,2/28/1975,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Kings XI Punjab,Mumbai Indians,2012,37
18787,54833900333,548339,333,P Awana,7/19/1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2012,26
18788,54834000002,548340,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Kolkata Knight Riders,Deccan Chargers,2012,31
18789,54834000009,548340,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Deccan Chargers,2012,37
18790,54834000031,548340,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Deccan Chargers,2012,30
18791,54834000040,548340,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Deccan Chargers,2012,31
18792,54834000066,548340,66,B Lee,11-08-1976,Right-hand bat,Right-arm fast,Australia,Player,Kolkata Knight Riders,Deccan Chargers,2012,36
18793,54834000087,548340,87,MK Tiwary,11/14/1985,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Deccan Chargers,2012,27
18794,54834000089,548340,89,R Bhatia,10/22/1979,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2012,33
18795,54834000095,548340,95,DB Das,9/22/1986,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Deccan Chargers,2012,26
18796,54834000151,548340,151,L Balaji,9/27/1981,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2012,31
18797,54834000214,548340,214,MS Bisla,12/27/1984,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Deccan Chargers,2012,28
18798,54834000315,548340,315,SP Narine,5/26/1988,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Deccan Chargers,2012,24
18799,54834000010,548340,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Kolkata Knight Riders,2012,29
18800,54834000017,548340,17,PA Patel,03-09-1985,Left-hand bat,N/A,India,Keeper,Deccan Chargers,Kolkata Knight Riders,2012,27
18801,54834000026,548340,26,KC Sangakkara,10/27/1977,Left-hand bat,Right-arm offbreak,Sri Lanka,Captain,Deccan Chargers,Kolkata Knight Riders,2012,35
18802,54834000042,548340,42,S Dhawan,12-05-1985,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Kolkata Knight Riders,2012,27
18803,54834000094,548340,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Kolkata Knight Riders,2012,29
18804,54834000136,548340,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Kolkata Knight Riders,2012,30
18805,54834000154,548340,154,JP Duminy,4/14/1984,Left-hand bat,Right-arm offbreak,South Africa,Player,Deccan Chargers,Kolkata Knight Riders,2012,28
18806,54834000257,548340,257,IR Jaggi,1/27/1989,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Kolkata Knight Riders,2012,23
18807,54834000314,548340,314,Ankit Sharma,4/20/1991,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Kolkata Knight Riders,2012,21
18808,54834000326,548340,326,V Pratap Singh,05-03-1992,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Kolkata Knight Riders,2012,20
18809,54834000446,548340,446,Anand Rajan,4/17/1987,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Kolkata Knight Riders,2012,25
18810,54834100008,548341,8,V Kohli,11-05-1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,24
18811,54834100015,548341,15,Z Khan,10-07-1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,34
18812,54834100079,548341,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,23
18813,54834100081,548341,81,R Vinay Kumar,02-12-1984,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,28
18814,54834100110,548341,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Rajasthan Royals,2012,28
18815,54834100135,548341,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,36
18816,54834100162,548341,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,33
18817,54834100175,548341,175,DL Vettori,1/27/1979,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Rajasthan Royals,2012,33
18818,54834100181,548341,181,KP Appanna,12/20/1988,Right-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,24
18819,54834100260,548341,260,MA Agarwal,2/16/1991,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,21
18820,54834100311,548341,311,HV Patel,11/23/1990,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2012,22
18821,54834100006,548341,6,R Dravid,01-11-1973,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Royal Challengers Bangalore,2012,39
18822,54834100039,548341,39,SK Trivedi,09-04-1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,30
18823,54834100075,548341,75,Pankaj Singh,05-06-1985,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,27
18824,54834100085,548341,85,AM Rahane,06-06-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,24
18825,54834100104,548341,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,38
18826,54834100132,548341,132,SP Goswami,5/18/1989,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2012,23
18827,54834100204,548341,204,OA Shah,10/22/1978,Right-hand bat,Right-arm offbreak,England,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,34
18828,54834100255,548341,255,STR Binny,06-03-1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,28
18829,54834100309,548341,309,KK Cooper,2/16/1989,Right-hand bat,Right-arm medium,West Indies,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,23
18830,54834100316,548341,316,GB Hogg,02-06-1971,Left-hand bat,Slow left-arm chinaman,Australia,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,41
18831,54834100335,548341,335,A Chandila,12-05-1983,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2012,29
18832,54834200029,548342,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Pune Warriors,2012,28
18833,54834200041,548342,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Pune Warriors,2012,34
18834,54834200052,548342,52,LRPL Taylor,03-08-1984,Right-hand bat,Right-arm offbreak,New Zealand,Player,Delhi Daredevils,Pune Warriors,2012,28
18835,54834200064,548342,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Player,Delhi Daredevils,Pune Warriors,2012,35
18836,54834200158,548342,158,KP Pietersen,6/27/1980,Right-hand bat,Right-arm offbreak,South Africa,Player,Delhi Daredevils,Pune Warriors,2012,32
18837,54834200183,548342,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Pune Warriors,2012,29
18838,54834200190,548342,190,M Morkel,10-06-1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Pune Warriors,2012,28
18839,54834200199,548342,199,Y Nagar,01-06-1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Pune Warriors,2012,22
18840,54834200232,548342,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Pune Warriors,2012,25
18841,54834200293,548342,293,S Nadeem,08-12-1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Pune Warriors,2012,23
18842,54834200322,548342,322,P Negi,01-06-1993,Left-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Pune Warriors,2012,19
18843,54834200001,548342,1,SC Ganguly,07-08-1972,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Delhi Daredevils,2012,40
18844,54834200046,548342,46,RV Uthappa,11-11-1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Delhi Daredevils,2012,27
18845,54834200073,548342,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Delhi Daredevils,2012,33
18846,54834200083,548342,83,M Kartik,09-11-1976,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Delhi Daredevils,2012,36
18847,54834200096,548342,96,MK Pandey,09-10-1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Delhi Daredevils,2012,23
18848,54834200157,548342,157,JD Ryder,08-06-1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Delhi Daredevils,2012,28
18849,54834200171,548342,171,M Manhas,10-12-1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Delhi Daredevils,2012,33
18850,54834200235,548342,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Delhi Daredevils,2012,25
18851,54834200274,548342,274,AC Thomas,02-09-1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Delhi Daredevils,2012,35
18852,54834200306,548342,306,SPD Smith,06-02-1989,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Delhi Daredevils,2012,23
18853,54834200358,548342,358,LJ Wright,03-07-1985,Right-hand bat,Right-arm medium-fast,England,Player,Pune Warriors,Delhi Daredevils,2012,27
18854,54834400050,548344,50,Harbhajan Singh,07-03-1980,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kings XI Punjab,2012,32
18855,54834400057,548344,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2012,25
18856,54834400061,548344,61,RP Singh,12-06-1985,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Kings XI Punjab,2012,27
18857,54834400088,548344,88,KD Karthik,06-01-1985,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kings XI Punjab,2012,27
18858,54834400126,548344,126,MM Patel,07-12-1983,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Kings XI Punjab,2012,29
18859,54834400133,548344,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2012,39
18860,54834400208,548344,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2012,27
18861,54834400221,548344,221,KA Pollard,05-12-1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kings XI Punjab,2012,25
18862,54834400275,548344,275,JEC Franklin,11-07-1980,Left-hand bat,Left-arm medium,New Zealand,Player,Mumbai Indians,Kings XI Punjab,2012,32
18863,54834400318,548344,318,CJ McKay,2/20/1983,Right-hand bat,Right-arm fast-medium,Australia,Player,Mumbai Indians,Kings XI Punjab,2012,29
18864,54834400323,548344,323,RJ Peterson,08-04-1979,Left-hand bat,Slow left-arm orthodox,South Africa,Player,Mumbai Indians,Kings XI Punjab,2012,33
18865,54834400004,548344,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Captain,Kings XI Punjab,Mumbai Indians,2012,35
18866,54834400014,548344,14,P Kumar,10-02-1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2012,26
18867,54834400067,548344,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Mumbai Indians,2012,24
18868,54834400100,548344,100,SE Marsh,07-09-1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Mumbai Indians,2012,29
18869,54834400148,548344,148,SD Chitnis,05-06-1987,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2012,25
18870,54834400236,548344,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2012,21
18871,54834400302,548344,302,BA Bhatt,5/13/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Mumbai Indians,2012,22
18872,54834400319,548344,319,N Saini,10/28/1988,Right-hand bat,N/A,India,Keeper,Kings XI Punjab,Mumbai Indians,2012,24
18873,54834400320,548344,320,DA Miller,06-10-1989,Left-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Mumbai Indians,2012,23
18874,54834400321,548344,321,Azhar Mahmood,2/28/1975,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Kings XI Punjab,Mumbai Indians,2012,37
18875,54834400333,548344,333,P Awana,7/19/1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2012,26
18876,54834600010,548346,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Pune Warriors,2012,29
18877,54834600017,548346,17,PA Patel,03-09-1985,Left-hand bat,N/A,India,Keeper,Deccan Chargers,Pune Warriors,2012,27
18878,54834600026,548346,26,KC Sangakkara,10/27/1977,Left-hand bat,Right-arm offbreak,Sri Lanka,Captain,Deccan Chargers,Pune Warriors,2012,35
18879,54834600042,548346,42,S Dhawan,12-05-1985,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Pune Warriors,2012,27
18880,54834600120,548346,120,MS Gony,01-04-1984,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Pune Warriors,2012,28
18881,54834600136,548346,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Pune Warriors,2012,30
18882,54834600154,548346,154,JP Duminy,4/14/1984,Left-hand bat,Right-arm offbreak,South Africa,Player,Deccan Chargers,Pune Warriors,2012,28
18883,54834600233,548346,233,J Theron,7/24/1985,Right-hand bat,Right-arm medium-fast,South Africa,Player,Deccan Chargers,Pune Warriors,2012,27
18884,54834600257,548346,257,IR Jaggi,1/27/1989,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Pune Warriors,2012,23
18885,54834600314,548346,314,Ankit Sharma,4/20/1991,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Pune Warriors,2012,21
18886,54834600325,548346,325,A Ashish Reddy,2/24/1991,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Pune Warriors,2012,21
18887,54834600001,548346,1,SC Ganguly,07-08-1972,Left-hand bat,Right-arm medium,India,Captain,Pune Warriors,Deccan Chargers,2012,40
18888,54834600046,548346,46,RV Uthappa,11-11-1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Deccan Chargers,2012,27
18889,54834600073,548346,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Deccan Chargers,2012,33
18890,54834600096,548346,96,MK Pandey,09-10-1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Deccan Chargers,2012,23
18891,54834600157,548346,157,JD Ryder,08-06-1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Deccan Chargers,2012,28
18892,54834600171,548346,171,M Manhas,10-12-1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Deccan Chargers,2012,33
18893,54834600235,548346,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Deccan Chargers,2012,25
18894,54834600274,548346,274,AC Thomas,02-09-1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Deccan Chargers,2012,35
18895,54834600299,548346,299,B Kumar,02-05-1990,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Deccan Chargers,2012,22
18896,54834600306,548346,306,SPD Smith,06-02-1989,Right-hand bat,Legbreak googly,India,Player,Pune Warriors,Deccan Chargers,2012,23
18897,54834600307,548346,307,MN Samuels,02-05-1981,Right-hand bat,Right-arm offbreak,West Indies,Player,Pune Warriors,Deccan Chargers,2012,31
18898,54834700050,548347,50,Harbhajan Singh,07-03-1980,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Delhi Daredevils,2012,32
18899,54834700057,548347,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Delhi Daredevils,2012,25
18900,54834700061,548347,61,RP Singh,12-06-1985,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Delhi Daredevils,2012,27
18901,54834700088,548347,88,KD Karthik,06-01-1985,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Delhi Daredevils,2012,27
18902,54834700133,548347,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Delhi Daredevils,2012,39
18903,54834700194,548347,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Delhi Daredevils,2012,29
18904,54834700208,548347,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Delhi Daredevils,2012,27
18905,54834700221,548347,221,KA Pollard,05-12-1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Delhi Daredevils,2012,25
18906,54834700289,548347,289,AC Blizzard,6/27/1984,Left-hand bat,Left-arm medium,Australia,Player,Mumbai Indians,Delhi Daredevils,2012,28
18907,54834700323,548347,323,RJ Peterson,08-04-1979,Left-hand bat,Slow left-arm orthodox,South Africa,Player,Mumbai Indians,Delhi Daredevils,2012,33
18908,54834700342,548347,342,R Shukla,8/28/1990,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Delhi Daredevils,2012,22
18909,54834700029,548347,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Mumbai Indians,2012,28
18910,54834700041,548347,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Mumbai Indians,2012,34
18911,54834700052,548347,52,LRPL Taylor,03-08-1984,Right-hand bat,Right-arm offbreak,New Zealand,Player,Delhi Daredevils,Mumbai Indians,2012,28
18912,54834700064,548347,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Player,Delhi Daredevils,Mumbai Indians,2012,35
18913,54834700082,548347,82,AB Agarkar,12-04-1977,Right-hand bat,Right-arm fast,India,Player,Delhi Daredevils,Mumbai Indians,2012,35
18914,54834700158,548347,158,KP Pietersen,6/27/1980,Right-hand bat,Right-arm offbreak,South Africa,Player,Delhi Daredevils,Mumbai Indians,2012,32
18915,54834700183,548347,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Mumbai Indians,2012,29
18916,54834700190,548347,190,M Morkel,10-06-1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Mumbai Indians,2012,28
18917,54834700199,548347,199,Y Nagar,01-06-1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Mumbai Indians,2012,22
18918,54834700232,548347,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Mumbai Indians,2012,25
18919,54834700293,548347,293,S Nadeem,08-12-1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Mumbai Indians,2012,23
18920,54834800020,548348,20,MS Dhoni,07-07-1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Kings XI Punjab,2012,31
18921,54834800021,548348,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2012,26
18922,54834800023,548348,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2012,32
18923,54834800035,548348,35,RA Jadeja,12-06-1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Kings XI Punjab,2012,24
18924,54834800062,548348,62,WP Saha,10/24/1984,Right-hand bat,N/A,India,Player,Chennai Super Kings,Kings XI Punjab,2012,28
18925,54834800071,548348,71,DJ Bravo,10-07-1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Kings XI Punjab,2012,29
18926,54834800109,548348,109,JA Morkel,06-10-1981,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Kings XI Punjab,2012,31
18927,54834800186,548348,186,SB Jakati,11/27/1980,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Kings XI Punjab,2012,32
18928,54834800201,548348,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2012,26
18929,54834800303,548348,303,F du Plessis,7/13/1984,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Kings XI Punjab,2012,28
18930,54834800324,548348,324,KMDN Kulasekara,7/22/1982,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Chennai Super Kings,Kings XI Punjab,2012,30
18931,54834800004,548348,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Captain,Kings XI Punjab,Chennai Super Kings,2012,35
18932,54834800014,548348,14,P Kumar,10-02-1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Chennai Super Kings,2012,26
18933,54834800067,548348,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Chennai Super Kings,2012,24
18934,54834800100,548348,100,SE Marsh,07-09-1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Chennai Super Kings,2012,29
18935,54834800228,548348,228,Bipul Sharma,9/28/1983,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Chennai Super Kings,2012,29
18936,54834800236,548348,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Chennai Super Kings,2012,21
18937,54834800302,548348,302,BA Bhatt,5/13/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Chennai Super Kings,2012,22
18938,54834800319,548348,319,N Saini,10/28/1988,Right-hand bat,N/A,India,Keeper,Kings XI Punjab,Chennai Super Kings,2012,24
18939,54834800320,548348,320,DA Miller,06-10-1989,Left-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Chennai Super Kings,2012,23
18940,54834800321,548348,321,Azhar Mahmood,2/28/1975,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Kings XI Punjab,Chennai Super Kings,2012,37
18941,54834800333,548348,333,P Awana,7/19/1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Chennai Super Kings,2012,26
18942,54834900008,548349,8,V Kohli,11-05-1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,24
18943,54834900015,548349,15,Z Khan,10-07-1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,34
18944,54834900079,548349,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,23
18945,54834900081,548349,81,R Vinay Kumar,02-12-1984,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,28
18946,54834900110,548349,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,2012,28
18947,54834900135,548349,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,36
